,GroupeEtMention,Titre,Date,Nom du contact,orga du contact,Url,Children,Parent,Fcats,BroAndSisters
849, Zone atelier arc jurassien,"Pollen analysis - Andelot-en-Montagne (F-39), Peat bog (Andelot I)",2017-01-04,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],['http://www.sudoc.fr/041165667 Collection: PollenChrono'],[],[],[],[]
850, Zone atelier arc jurassien,"Pollen analysis - Abergement-la-Ronce (F-39), saline spring",2017-01-04,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
851, Zone atelier bassin du Rhône,Photothèque du bassin versant de l'Isère,2016-10-10T12:36:15,['Philippe Belleudy'],"['UGA - Laboratoire LTHE UMR 5564 - CS 40700, Grenoble']",['http://www.lthe.fr/pageperso/belleudy/rivieres/BV_Rhone-Mediterrannee-Corse/BV_Rhone/Isere/index.html'],[],[],[],[]
852, Zone Atelier Seine,,2020-01-29T08:36:59,['Laurence LESTEL'],['Sorbonne Université - Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
853, Zone Atelier Seine,,2020-02-05T13:45:31,['Laurence LESTEL'],['UPMC - UMR 7619 METIS'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
854, Zone Atelier Seine,,2020-01-28T14:18:32,['Laurence LESTEL'],['Sorbonne Université - Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
855, Zone atelier Brest Iroise,MNT du sillon de Mengleuz en décembre 2005,2019-02-07T16:50:40Z,"['Pierre, Stéphan']",['UMR6554 LETG CNRS'],['https://cat.indores.fr/geonetwork/srv/api/records/529f34df-1d80-48eb-bc5c-31f2346785cd/attachments/Erreurs_mesures_Mengleuz.pdf'],[],[],[],[]
856, Zone atelier Brest Iroise,Intersections spatio-temporelles quotidiennes entre les activités maritimes encadrées en rade de Brest en 2009,2020-01-28T14:29:38Z,['Mathias ROUAN'],['UMR6554 LETG CNRS'],"['https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wfs']",[],[],"['https://portail.indigeo.fr/geonetwork/srv/fre/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=055f393c-17a2-4288-b4df-0c6d33a0d769']",[]
857, Zone atelier Armorique,"Occupation du sol (Pleine-Fougères, 2009) - Zone Atelier Armorique ZAAr",2018-06-14T15:43:06,['nabucet jean'],['LETG-Rennes Costel'],['https://www.osuris.fr/geoserver/zaar/wms'],[],[],"['https://www.osuris.fr/geonetwork/srv/en/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=870903a7-3b9c-4d1a-9f09-073e092b8875']",[]
858, Zone Atelier Seine,,2020-01-28T08:14:56,['Laurence LESTEL'],['Sorbonne Université - Métis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
859, Zone atelier arc jurassien,ZELAC surveys: predator - prey,2021-01-01,"['Couval, Geoffroy', 'Giraudoux, Patrick']",['Dryad'],[],[],[],[],[]
860, Zone atelier Armorique,"Relevés floristiques en prairies (Pleine-Fougères, 2016) - Zone Atelier Armorique ZAAr",2020-02-24T11:41:21,"['Romain Georges', 'Françoise Le Moal']",['ECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1'],"['https://www.osuris.fr/geonetwork/srv/fre/catalog.edit#/metadata/350417', 'https://doi.org/10.1007/s10021-019-00392-8', 'https://ged.univ-rennes1.fr/nuxeo/site/esupversions/05d92b5e-1692-4427-96c8-ef2e3cd73f84inline']",[],[],[],[]
861, Zone atelier Brest Iroise,MNT du Loc’h de Landévennec en avril 2007,2019-02-11T11:16:48Z,"['Pierre, Stéphan']",['UMR6554 LETG CNRS'],"['https://cat.indores.fr/geonetwork/srv/api/records/c8d4f42d-094f-4d57-bcb4-8d8461450425/attachments/SEMIS_LOCH_2007_04_L2E.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/c8d4f42d-094f-4d57-bcb4-8d8461450425/attachments/MNT_LOCH_2007_04_L2E.tif', 'https://cat.indores.fr/geonetwork/srv/api/records/c8d4f42d-094f-4d57-bcb4-8d8461450425/attachments/MNT_LOCH_2007_04_L2E.zip', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wcs']",[],[],[],[]
862, Zone atelier bassin du Rhône,"Instruction de demande d'autorisation des élevages bovins, porcins, avicoles, piscicoles du Doubs",2012-09-11T12:16:26,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
863, Zone atelier Armorique,"Relevés de papillons hétérocères dans les parcs urbains (Rennes Métropole, 2016) - Zone Atelier Armorique ZAAr",2019-07-02T21:16:16,['Romain Georges'],['ECOBIO UMR 6553 CNRS Université de Rennes 1'],['https://www.osuris.fr/geoserver/zaar/wms'],[],[],[],[]
864, Zone atelier Armorique,"Occupation du sol (Pleine-Fougères, 2010) - Zone Atelier Armorique ZAAr",2021-10-21T11:48:06,['nabucet jean'],['LETG-Rennes Costel'],['https://www.osuris.fr/geoserver/zaar/wms'],[],[],"['https://www.osuris.fr/geonetwork/srv/en/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=870903a7-3b9c-4d1a-9f09-073e092b8875']",[]
865, Zone atelier Armorique,Limite du site B (Zone Atelier Armorique) - Zone Atelier Armorique ZAAr,2019-07-02T23:47:48,['Mony'],['ECOBIO UMR 6553 CNRS Université de Rennes 1'],['https://www.osuris.fr/geoserver/zaar/wms'],[],[],[],[]
866, Zone atelier Armorique,"Humidité du sol (bas-marais du Couesnon, février 2010 - février 2011) - Zone Atelier Armorique ZAAr",2018-06-14T15:05:15,['Jean Nabucet'],['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['http://letg.univ-nantes.fr/fr/laboratoire/4/presentation'],[],[],"['http://localhost:8080/geosource/srv/en/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=e978b49b-4026-424e-9e6e-27c75f9a1063']",[]
867, Zone atelier bassin du Rhône,Réseau de suivi phytosanitaire de la nappe de la Vistrenque,2012-08-07T14:59:43,[],['D.I.R.E.N. Languedoc-Roussillon'],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
868, Zone atelier bassin du Rhône,Recueil des données de la DRIRE sur les ouvrages souterrains pour la constitution de la Banque du SS Sol,2012-08-02T12:04:27,[],['Bureau de Recherches Géologiques et Minières'],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
869, Zone atelier bassin du Rhône,Caractérisation granulométrique des MES du Rhône méridional et de ses affluents (2011-2015),2016-11-22T16:34:24,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/osr/', 'http://www.graie.org/osr/IMG/pdf/A7_rapp-_final_mars_2014.pdf', 'http://mapmint.univ-st-etienne.fr/public/MesuresTerrain', 'http://www.graie.org/osr/IMG/pdf/OSR3_Livrables_1_2_et_3_version_finale.pdf']",[],[],[],[]
870, Zone atelier Armorique,Image SPOT (nord Bretagne 14/01/2001) - Zone Atelier Armorique ZAAr,2018-06-14T15:41:30,"[""Rémi N'guyen Van""]",['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],"['http://sirius.spotimage.com ', 'https://www.osuris.fr/geoserver/wms']",[],[],[],[]
871, Zone atelier Alpes,Dispositif Refuges Sentinelles,2020-02-27T17:04:09Z,"['Mélanie MARCUZZI', 'Virginie GIRARD']","['PACTE', 'ZAA']",['http://leca-bdgis.u-ga.fr:8080/geonetwork/srv/api/records/3e596704-d16b-4a31-9f3b-18fd2f375c05/attachments/RS_shapefile_v190617.zip'],[],[],[],[]
872, Zone atelier bassin du Rhône,Etude de la pollution de bassin d'infiltration des eaux pluviales,2012-09-07T11:15:06,['Barraud Sylvie'],['O.T.H.U.'],['http://csidoc.insa-lyon.fr/these/2002/dechesne/index.html'],[],[],[],[]
873, Zone atelier Armorique,"Humidité du sol (bas-marais du Couesnon, février 2010 - février 2011) - ZAAr",2019-07-03T10:25:06,['Jean Nabucet'],['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['http://letg.univ-nantes.fr/fr/laboratoire/4/presentation'],[],[],"['http://localhost:8080/geosource/srv/en/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=e978b49b-4026-424e-9e6e-27c75f9a1063']",[]
874, Zone atelier bassin du Rhône,Contrôle sanitaire des eaux minérales,2012-09-04T11:01:01,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
875, Zone atelier Armorique,"Relevés floristiques en petits boisements (Pleine-Fougères, 2012) - Zone Atelier Armorique ZAAr",2018-06-15T09:28:03,"['Aude Ernoult', 'Françoise Le-Moal', 'Cendrine Mony']",['ECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1'],['https://www.osuris.fr/geoserver/ecobio/wmsservice=WMS&version=1.1.0&request=GetMap&layers=ecobio:Caracterisation_des_communautes_vegetales_et_d%27oiseaux(ZAA)&styles=&bbox=356787.839430516936825166.10861364368776.74633266236838768.967405521&width=451&height=512&srs=EPSG:2154&format=application/openlayers'],[],[],[],[]
876, Zone atelier environnementale urbaine,DONNEE : Occupation du sol de l'île du Rohrschollen - 1828 - Strasbourg,2018-11-16T14:52:34,['ESCHBACH David'],"['Laboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRAZone Atelier Environnementale UrbaineLaboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRA']",['https://www.datagrandest.fr/geonetwork/srv/fre/catalog.search#/metadata/FR-130005457-201808290955-1828_Carte_LIVE_Rohrschollen_L1'],[],[],[],[]
877, Zone atelier bassin du Rhône,Réseau de suivi nitrates zone vulnérable hors captage AEP,2016-12-23T09:25:17,[],['D.I.R.E.N. Languedoc-Roussillon'],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
878, Zone atelier Brest Iroise,"Zones d'alimentation des couples de craves à bec rouge, Ouessant (2001)",2019-01-29T14:44:38Z,['Mathias ROUAN'],['UMR6554 LETG CNRS'],"['https://portail.indigeo.fr/geoserver/wms', 'https://portail.indigeo.fr/geoserver/wfs']",[],[],[],[]
879, Zone atelier bassin du Rhône,"Instruction des dossiers ""Police de l'Eau"" dans le Vaucluse",2012-09-11T12:17:41,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
880, Zone atelier arc jurassien,"Pollen analyses - Les Hôpitaux-Vieux (F-25), La Beuffarde",2018-06-01,"['Dietre, Benjamin']",['Laboratoire Chrono-environnement (UMR 6249)'],['http://www.persee.fr/doc/quate_1142-2904_2002_num_13_2_2187Collection: PollenChrono'],[],[],[],[]
881, Zone Atelier Seine,,2020-02-03T12:27:11,['Laurence LESTEL'],['Sorbonne Université - UMR 7619 Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
882, Zone atelier bassin du Rhône,Redevance sur la pollution industrielle,2012-08-02T12:09:03,"[""Agence de L'Eau""]","[""Agence de l'Eau""]",['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
883, Zone atelier bassin du Rhône,Corpus d'entretiens (transcriptions) sur la qualité de la rivière d'Ain (2013-2014),2019-08-02T10:42:59,['Yves-François Le Lay'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/zabr/', 'http://www.graie.org/zabr/zabrdoc/actualites/Ain_actes_avril14.pdf', 'http://www.graie.org/zabr/zabrdoc/Prg_Rech/B16/Rapport-B16-2012.pdf']",[],[],[],[]
884, Zone atelier bassin du Rhône,MNT de l'embouchure du Rhône (2012-2013),2016-11-22T13:33:51,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/osr/', 'http://www.graie.org/osr/IMG/pdf/A3_rapportOSR-action3-final_Sabatier-v2.pdf']",[],"['https://ohm-vallee-du-rhone.fr/ ', 'https://geoservices.ign.fr/sites/default/files/2023-10/DC_LiDAR_HD_1-0_PTS.pdf ', 'https://amu.hal.science/OHM-VALLEE_DU_RHONE/halshs-04319925v1 ', 'https://amu.hal.science/OHM-VALLEE_DU_RHONE/halshs-04317092v1 ', 'https://www.cerege.fr/fr/exposition-sur-le-bras-de-fer-au-musee-de-la-camargue/ ', 'http://ohm-vr.org/ ""', 'https://metazabr.irstea.fr/geonetwork/srv/eng/resources.getuuid=691507c7-7e23-4b33-a15a-e8bfed466c07&fname=Rapport de létude&access=public"" ', 'http://ohm-vr.org/ftp/Fiche_de_synthese/APR_2013/10.Tal_ficheOHMVR.pdf']",[],[]
885, Zone atelier bassin du Rhône,Imagerie sub-aquatique de la granulométrie du lit des Vieux Rhône (2014),2016-11-21T13:47:36,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/osr/IMG/pdf/rapportimagerie_v3.5_drm_vf.pdf', 'http://www.graie.org/osr/']",[],[],[],[]
886, Zone atelier bassin du Rhône,Réseau de suivi quantitatif de la nappe du plioquaternaire du Roussillon,2012-08-07T15:42:43,[],['Conseil Général des Pyrénées-Orientales'],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
887, Zone atelier bassin du Rhône,Images aériennes thermiques et visibles de la haute vallée de l'Ain (2013-2014),2016-09-21T14:07:53,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],['http://www.graie.org/zabr/index.htm'],[],[],[],[]
888, Zone atelier Armorique,"Relevés d'auxiliaires et ravageurs en blé LANDSCAPHID (sud Ille et Vilaine, 2013) - Zone Atelier Armorique ZAAr",2021-03-26T13:35:45,"['Jacques Baudry', 'Stéphanie Aviron', 'Audrey Alignier']",['BAGAP UMR 0980 INRAE Agrocampus Ouest ESABAGAP UMR 0980 INRAE Agrocampus Ouest ESABAGAP UMR 0980 INRAE Agrocampus Ouest ESAZone Atelier Armorique (ZAAr)'],['https://www.osuris.fr/geoserver/zaar/wms'],[],[],[],[]
889, Zone atelier Armorique,"Occupation du sol (Pleine-Fougères, 2002) - Zone Atelier Armorique ZAAr",2018-06-13T16:40:57,['nabucet jean'],['LETG-Rennes Costel'],['https://www.osuris.fr/geoserver/zaar/wms'],[],[],"['https://www.osuris.fr/geonetwork/srv/en/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=870903a7-3b9c-4d1a-9f09-073e092b8875']",[]
890, Zone atelier bassin du Rhône,Redistribution des produits pharmaceutiques lors de la remobilisation de sédiments du Rhône (2015),2017-09-04T14:21:34,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://ohm-vr.org/', 'http://ohm-vr.org/ftp/Fiche_de_synthese/APR_2015/19_WEB_OHMVR_2016_MCMorel_DRM_VF_090616.pdf']",[],[],[],[]
891, Zone atelier bassin du Rhône,Physico-chimie des eaux interstitielles de l'Ain dans sa basse vallée (2014),2019-06-14T11:19:41,['Pierre MARMONIER'],['UMR 5023 - LEHNA'],"['https://cat.indores.fr/geonetwork/srv/api/records/440bd0c2-d029-4bb5-ad3a-ca12c53c5ae6/attachments/Physico-chimie Ain 2014 MJO-MCDC-PM.xlsx', 'https://cat.indores.fr/geonetwork/srv/api/records/440bd0c2-d029-4bb5-ad3a-ca12c53c5ae6/attachments/Dole-Olivier et al STOTEN 2019.pdf']",[],[],[],[]
892, Zone atelier Armorique,"Carabids beetles (Rennes & suburbs, 2013) - Zone Atelier Armorique ZAAr",2018-06-13T15:40:28,['Solène Croci'],['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['http://www.osuris.fr/geonetwork/srv/eng/resources.getuuid=197fec6f-7723-41c8-b223-d4f43d0c2580&fname=&access=public'],[],[],[],[]
893, Zone atelier bassin du Rhône,enquête sur le prix annuel de l'eau,2012-08-10T12:24:26,"[""Agence de L'Eau""]","[""Agence de l'Eau""]",['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
894, Zone atelier Brest Iroise,Levé SMF plage de Porsmilin (24 novembre 2011),2019-02-11T18:41:23Z,['France Floch'],['IUEM - Institut Universitaire Européen de la Mer'],"['https://portail.indigeo.fr/geoserver/GEOSCIENCES-OCEAN/wms', 'https://portail.indigeo.fr/geoserver/GEOSCIENCES-OCEAN/wcs']",[],[],[],[]
895, Zone atelier bassin du Rhône,"Réseau d'annonce de crue du bassin versant Rhône, de l'amont à la confluence Ardèche",2012-08-07T13:54:55,['DIREN'],['DIREN'],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
896, Zone atelier Brest Iroise,MNT du sillon de Mengleuz en mars 2011,2019-02-11T09:58:37Z,"['Pierre, Stéphan']",['UMR6554 LETG CNRS'],['https://cat.indores.fr/geonetwork/srv/api/records/50087fa7-b24f-425c-8842-77eac1bb3b7f/attachments/Erreurs_mesures_Mengleuz.pdf'],[],[],[],[]
897, Zone atelier bassin du Rhône,Inventaires des ventes de taxes piscicoles,2012-09-11T12:44:53,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
898, Zone atelier bassin du Rhône,Photothèque de l'OHM VR (2018),2023-05-03T09:35:36.337Z,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://photo.driihm.fr/index.php/category/vallee-du-rhone', 'http://ohm-vallee-du-rhone.in2p3.fr/']",[],[],[],[]
899, Zone Atelier Seine,,2020-01-31T14:43:19,['Laurence LESTEL'],['Sorbonne Université - Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
900, Zone atelier bassin du Rhône,Suivi des actions de Police de l'Eau,2012-08-09T14:08:52,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
901, Zone atelier bassin du Rhône,Monitoring Drac en amont de Grenoble (Pont de Claix) 2011-2012,2016-07-11T18:39:13,['Julien NEMERY'],['LTHE INPG'],['https://tel.archives-ouvertes.fr/tel-01230592/document'],[],[],[],[]
902, Zone atelier bassin du Rhône,Suivi de l'autosurveillance des stations d'épuration (STEP) en Ardèche,2012-08-08T18:33:14,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
903, Zone atelier Armorique,"Relevés floristiques en prairies temporaires (Pleine-Fougères, 2016) - Zone Atelier Armorique ZAAr",2018-04-06T09:34:51,['Cendrine Mony'],['ECOBIO UMR 6553 CNRS Université de Rennes 1'],['https://www.osuris.fr/geonetwork/srv/fre/catalog.edit#/metadata/350417'],[],[],[],[]
904, Zone atelier bassin du Rhône,Réseau d'hydrométrie générale,2012-08-07T14:01:24,[],"[""Ministère de l'Ecologie et du Développement Durable""]",['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
905, Zone atelier bassin du Rhône,Mesures des thermomètres de la basse vallée de l'Ain (2010-2014),2016-09-19T14:59:57,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/zabr/index.htm', 'https://www.researchgate.net/publication/291422953_Effects_of_geomorphology_and_groundwater_level_on_the_spatio-temporal_variability_of_riverine_cold_water_patches_assessed_using_thermal_infrared_TIR_remote_sensing', 'https://www.researchgate.net/publication/278300878_Etude_multi-echelle_de_la_temperature_de_surface_des_cours_d%27eau_par_imagerie_infrarouge_thermique_Exemples_dans_le_bassin_du_Rhone']",[],[],[],[]
906, Zone atelier arc jurassien,Planet-Ain River-Chemical data,2016-09-09,"['Bornette, Gudrun']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
907, Zone atelier arc jurassien,Gourdans-Ain River-Chemical data,2016-09-09,"['Bornette, Gudrun']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
908, Zone atelier Brest Iroise,Accessibilité des parcelle cadastrales du Pays de Brest depuis la mairie de Brest en 1952,2016-06-21T11:05:46,['Thibault Goriaud'],['UMR6554 LETG CNRS'],"['https://cat.indores.fr/geonetwork/srv/api/records/2fdb0caa-6032-4eef-81c4-07a9b8bf7919/attachments/30min_Brest_parcelle.zip', 'https://portail.indigeo.fr/geoserver/wms', 'https://portail.indigeo.fr/geoserver/wfs']",[],[],[],[]
909, Zone atelier Alpes,Processed satelitte images for B.Z. Carlson PhD,2016-03-08T15:14:20,['Renaud Julien'],['LECA'],[],[],[],[],[]
910, Zone atelier bassin du Rhône,Caractérisation granulométrique du lit de la basse vallée de l'Ain par imagerie sub-aquatique (2014),2016-07-04T15:24:15,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/zabr/', 'http://www.graie.org/zabr/zabrdoc/actualites/Ain_actes_avril14.pdf', 'https://www.researchgate.net/publication/282281663_Poster_ISRivers_2015_Arnaud_et_al']",[],[],[],[]
911, Zone atelier Brest Iroise,MNT du Loc’h de Landévennec en mai 2006,2021-09-30T14:19:04Z,"['Pierre, Stéphan']",['UMR6554 LETG CNRS'],"['https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wcs', 'https://cat.indores.fr/geonetwork/srv/api/records/6a9321e9-fa00-4156-84c1-14144d731008/attachments/Erreurs_mesures_Mengleuz.pdf', 'https://cat.indores.fr/geonetwork/srv/api/records/6a9321e9-fa00-4156-84c1-14144d731008/attachments/LO_2006_05_23_LR.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/6a9321e9-fa00-4156-84c1-14144d731008/attachments/LO_2006_05_23.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/6a9321e9-fa00-4156-84c1-14144d731008/attachments/LO_2006_05_23.tif']",[],[],[],[]
