createDate,location,"cl_topic.langfre","keywordType-.langfre","keywordType-discipline.langfre","keywordType-place.langfre","keywordType-stratum.langfre","keywordType-temporal.langfre","keywordType-theme.langfre","tag.langfre","th_AGROVOC.langfre","th_anaee-france_locations.langfre","th_anaeeThes.langfre","th_Autre.langfre","th_Biodiversite.langfre","th_ENVTHES.langfre","th_external-place-departements.langfre","th_external-place-ore.langfre","th_external-theme-gemet.langfre","th_gemet-en-fr-de-nl-it-es.langfre","th_gemet-fr-en-pt-es_4-1-4.langfre","th_gemet.langfre","th_GEMETinspirethemes-version1-0.langfre","th_geobretagne.langfre","th_Groupthemes.langfre","th_httpinspireeceuropaeuapplicationschema-applicationschema.langfre","th_httpinspireeceuropaeutheme-theme.langfre","th_inspire-service-taxonomy.langfre","th_INSPIRE.langfre","th_INSPIREMetadataRegulation12052008EC.langfre","th_INSPIREthemes.langfre","th_loterre-BHL.langfre","th_OPENDATA.langfre","th_otherKeywords-.langfre","th_otherKeywords-discipline.langfre","th_otherKeywords-place.langfre","th_otherKeywords-stratum.langfre","th_otherKeywords-temporal.langfre","th_otherKeywords-theme.langfre","th_prodige.langfre","th_RegionFR_2017.langfre","th_RegionFR.langfre","th_regions.langfre","th_reseaudeszonesateliers.langfre","th_rza.langfre","th_variableAnaEE.langfre","th_VariableAnaEE.langfre"
"Jan 28, 2011 @ 15:23:31.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","économique","-","-","-","enquête, Prix de l'eau, Eau souterraine","économique, enquête, Prix de l'eau, Eau souterraine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","économique","-","-","-","enquête, Prix de l'eau, Eau souterraine","-","-","-","-","-","-","-","-"
"Jan 28, 2011 @ 15:23:10.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-",biologique,"-","-","-","campagne, Invertébré, Rivière","biologique, campagne, Invertébré, Rivière","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",biologique,"-","-","-","campagne, Invertébré, Rivière","-","-","-","-","-","-","-","-"
"Jan 28, 2011 @ 15:21:58.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-",biologique,"-","-","-","campagne, Diatomée benthique, Macro-invertébré benthique","biologique, campagne, Diatomée benthique, Macro-invertébré benthique","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",biologique,"-","-","-","campagne, Diatomée benthique, Macro-invertébré benthique","-","-","-","-","-","-","-","-"
"Jan 28, 2011 @ 15:21:35.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-",biologique,"-","-","-","campagne, Diatomée benthique, Macro-invertébré benthique","biologique, campagne, Diatomée benthique, Macro-invertébré benthique","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",biologique,"-","-","-","campagne, Diatomée benthique, Macro-invertébré benthique","-","-","-","-","-","-","-","-"
"Jan 28, 2011 @ 15:20:54.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","écologique","-","-","-","enquête, SAGE, Contrat de milieu","écologique, enquête, SAGE, Contrat de milieu","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","écologique","-","-","-","enquête, SAGE, Contrat de milieu","-","-","-","-","-","-","-","-"
"Jan 28, 2011 @ 15:20:38.000","-","Eaux intérieures, Hydrographie","-","économique",France,"-","-","enquête, Tourisme, Observatoire","économique, France, enquête, Tourisme, Observatoire","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","économique",France,"-","-","enquête, Tourisme, Observatoire","-","-","-","-","-","-","-","-"
"Jan 28, 2011 @ 15:20:19.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-",biologique,"-","-","-","enquête, Végétation aquatique, Parc naturel régional, Poisson","biologique, enquête, Végétation aquatique, Parc naturel régional, Poisson","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",biologique,"-","-","-","enquête, Végétation aquatique, Parc naturel régional, Poisson","-","-","-","-","-","-","-","-"
"Jan 28, 2011 @ 15:20:04.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-",biologique,France,"-","-","enquête, ZNIEFF, Végétation aquatique, Poisson","biologique, France, enquête, ZNIEFF, Végétation aquatique, Poisson","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",biologique,France,"-","-","enquête, ZNIEFF, Végétation aquatique, Poisson","-","-","-","-","-","-","-","-"
"Jan 28, 2011 @ 15:19:49.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","géographique",France,"-","-","enquête, Zone inondable","géographique, France, enquête, Zone inondable","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","géographique",France,"-","-","enquête, Zone inondable","-","-","-","-","-","-","-","-"
"Jan 28, 2011 @ 15:19:35.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-",biologique,France,"-","-","enquête, Conservatoire du littoral, Végétation aquatique, Poisson","biologique, France, enquête, Conservatoire du littoral, Végétation aquatique, Poisson","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",biologique,France,"-","-","enquête, Conservatoire du littoral, Végétation aquatique, Poisson","-","-","-","-","-","-","-","-"
"Jan 28, 2011 @ 15:16:17.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-",biologique,"-","-","-","campagne, Diatomée benthique, Macro-invertébré benthique","biologique, campagne, Diatomée benthique, Macro-invertébré benthique","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",biologique,"-","-","-","campagne, Diatomée benthique, Macro-invertébré benthique","-","-","-","-","-","-","-","-"
"Jan 28, 2011 @ 15:15:15.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-",biologique,"-","-","-","campagne, Diatomée benthique, Macro-invertébré benthique","biologique, campagne, Diatomée benthique, Macro-invertébré benthique","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",biologique,"-","-","-","campagne, Diatomée benthique, Macro-invertébré benthique","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:51:10.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","hydrogéologique","-","-","-","chronique, Eau souterraine","hydrogéologique, chronique, Eau souterraine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","hydrogéologique","-","-","-","chronique, Eau souterraine","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:49:29.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-",hydrologique,"-","-","-","chronique, Hydrométrie, Rivière","hydrologique, chronique, Hydrométrie, Rivière","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",hydrologique,"-","-","-","chronique, Hydrométrie, Rivière","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:49:12.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-",biologique,"-","-","-","campagne, inventaire, Poisson migrateur","biologique, campagne, inventaire, Poisson migrateur","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",biologique,"-","-","-","campagne, inventaire, Poisson migrateur","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:48:56.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-",hydrologique,"-","-","-","chronique, Hydrométrie, Rivière","hydrologique, chronique, Hydrométrie, Rivière","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",hydrologique,"-","-","-","chronique, Hydrométrie, Rivière","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:48:41.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-",hydrologique,"-","-","-","chronique, Annonce de crue, météorologie","hydrologique, chronique, Annonce de crue, météorologie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",hydrologique,"-","-","-","chronique, Annonce de crue, météorologie","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:48:12.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","économique","France, Ardèche","-","-","campagne, Police de l'eau","économique, France, Ardèche, campagne, Police de l'eau","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","économique","France, Ardèche","-","-","campagne, Police de l'eau","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:47:54.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","physico-chimique","-","-","-","campagne, Autosurveillance","physico-chimique, campagne, Autosurveillance","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","physico-chimique","-","-","-","campagne, Autosurveillance","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:47:37.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-",hydrologique,France,"-","-","enquête, Bulletin de situation hydrologique (BSH)","hydrologique, France, enquête, Bulletin de situation hydrologique (BSH)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",hydrologique,France,"-","-","enquête, Bulletin de situation hydrologique (BSH)","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:47:21.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","géographique","-","-","-","enquête, Zone vulnérable","géographique, enquête, Zone vulnérable","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","géographique","-","-","-","enquête, Zone vulnérable","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:47:03.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-",biologique,"-","-","-","campagne, Poisson, Rivière","biologique, campagne, Poisson, Rivière","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",biologique,"-","-","-","campagne, Poisson, Rivière","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:46:48.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-",hydrologique,France,"-","-","hydroéléctricité, Rivière, enquête","hydrologique, France, hydroéléctricité, Rivière, enquête","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",hydrologique,France,"-","-","hydroéléctricité, Rivière, enquête","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:46:14.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","physico-chimique","-","-","-","campagne, Bryophyte, Rivière, Sédiment","physico-chimique, campagne, Bryophyte, Rivière, Sédiment","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","physico-chimique","-","-","-","campagne, Bryophyte, Rivière, Sédiment","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:45:58.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","physico-chimique",France,"-","-","enquête, SAGE, Contrat de milieu","physico-chimique, France, enquête, SAGE, Contrat de milieu","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","physico-chimique",France,"-","-","enquête, SAGE, Contrat de milieu","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:45:39.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","économique",France,"-","-","enquête","économique, France, enquête","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","économique",France,"-","-","enquête","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:45:21.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","physico-chimique","-","-","-","enquête, Redevance","physico-chimique, enquête, Redevance","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","physico-chimique","-","-","-","enquête, Redevance","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:45:06.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","économique","-","-","-","enquête, Prix de l'eau, Eau souterraine","économique, enquête, Prix de l'eau, Eau souterraine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","économique","-","-","-","enquête, Prix de l'eau, Eau souterraine","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:44:36.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","économique","-","-","-","enquête, Dérivation des cours d'eau, Redevance","économique, enquête, Dérivation des cours d'eau, Redevance","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","économique","-","-","-","enquête, Dérivation des cours d'eau, Redevance","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:44:19.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-",biologique,"-","-","-","enquête, Pêcherie, littoral, Alose, Rivière","biologique, enquête, Pêcherie, littoral, Alose, Rivière","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",biologique,"-","-","-","enquête, Pêcherie, littoral, Alose, Rivière","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:44:00.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-",biologique,"-","-","-","campagne, Eutrophisation, Rivière","biologique, campagne, Eutrophisation, Rivière","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",biologique,"-","-","-","campagne, Eutrophisation, Rivière","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:42:51.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-",biologique,"-","-","-","campagne, Alose, Frayère, Rivière","biologique, campagne, Alose, Frayère, Rivière","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",biologique,"-","-","-","campagne, Alose, Frayère, Rivière","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:41:57.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","hydrogéologique","-","-","-","chronique, Eau souterraine","hydrogéologique, chronique, Eau souterraine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","hydrogéologique","-","-","-","chronique, Eau souterraine","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:40:58.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-",biologique,"-","-","-","campagne, Macro-invertébré, Poisson, Rivière, Sédiment","biologique, campagne, Macro-invertébré, Poisson, Rivière, Sédiment","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",biologique,"-","-","-","campagne, Macro-invertébré, Poisson, Rivière, Sédiment","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:40:37.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","écologique","France, Doubs","-","-","enquête, Plan d'eau","écologique, France, Doubs, enquête, Plan d'eau","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","écologique","France, Doubs","-","-","enquête, Plan d'eau","-","-","-","-","-","-","-","-"
"Jan 27, 2011 @ 15:39:47.000","{
  ""coordinates"": [
    5.578132500000001,
    44.8220305
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-",biologique,"France, Lot-et-Garonne, Bouches-du-Rhône, Gard, Hérault, Ardèche, Bas Dauphiné, Véore-Drôme-Jabron, Rhône de Vienne à Arles, Drac-Romanche, Basse Durance","-","-","campagne, systématique, Base de données, Invertébré","biologique, France, Lot-et-Garonne, Bouches-du-Rhône, Gard, Hérault, Ardèche, Bas Dauphiné, Véore-Drôme-Jabron, Rhône de Vienne à Arles, Drac-Romanche, Basse Durance, campagne, systématique, Base de données, Invertébré","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",biologique,"France, Lot-et-Garonne, Bouches-du-Rhône, Gard, Hérault, Ardèche, Bas Dauphiné, Véore-Drôme-Jabron, Rhône de Vienne à Arles, Drac-Romanche, Basse Durance","-","-","campagne, systématique, Base de données, Invertébré","-","-","-","-","-","-","-","-"
